what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1354780975103
started,bundle,org.eclipse.wst.html.core,1.1.406.v201109271810,"org.eclipse.wst.html.core",1354780975104
started,bundle,org.eclipse.wst.html.ui,1.0.505.v201106160200,"org.eclipse.wst.html.ui",1354780975105
started,bundle,org.eclipse.wst.sse.core,1.1.506.v201110201853,"org.eclipse.wst.sse.core",1354780975107
started,bundle,org.eclipse.wst.sse.ui,1.2.5.v201108191505,"org.eclipse.wst.sse.ui",1354780975108
started,bundle,org.eclipse.wst.validation,1.2.204.v201109220700,"org.eclipse.wst.validation",1354780975108
started,bundle,org.eclipse.wst.xml.core,1.1.505.v201109271810,"org.eclipse.wst.xml.core",1354780975110
started,bundle,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui",1354780975112
started,bundle,edu.umd.cs.findbugs.plugin.eclipse,2.0.0.20111221,"edu.umd.cs.findbugs.plugin.eclipse",1354780975163
os,sysinfo,,,"win32",1354780975172
arch,sysinfo,,,"x86",1354780975172
ws,sysinfo,,,"win32",1354780975172
locale,sysinfo,,,"en_US",1354780975172
processors,sysinfo,,,"2",1354780975172
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354780975172
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1354780975172
java.specification.name,sysinfo,,,"Java Platform API Specification",1354780975172
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354780975172
java.specification.version,sysinfo,,,"1.6",1354780975172
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1354780975172
java.version,sysinfo,,,"1.6.0_25",1354780975172
java.vm.info,sysinfo,,,"mixed mode, sharing",1354780975172
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354780975172
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354780975172
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354780975172
java.vm.specification.version,sysinfo,,,"1.0",1354780975172
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1354780975172
java.vm.version,sysinfo,,,"20.0-b11",1354780975172
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354780994687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354780996390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354781002970
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354781151203
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354781151696
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1354781153622
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1354781154286
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1354781154347
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1354781154382
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1354781154480
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1354797146728
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1354797146730
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1354797146731
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1354797146732
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1354797146733
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1354797146734
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1354797146735
