what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1351756956559
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1351756956560
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1351756956561
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1351756956561
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1351756956562
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.202.v201108180247,"org.eclipse.jst.ws.jaxrs.core",1351756956563
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1351756956565
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1351756956599
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1351756956601
started,bundle,edu.umd.cs.findbugs.plugin.eclipse,2.0.0.20111221,"edu.umd.cs.findbugs.plugin.eclipse",1351756956659
os,sysinfo,,,"win32",1351756956668
arch,sysinfo,,,"x86",1351756956668
ws,sysinfo,,,"win32",1351756956668
locale,sysinfo,,,"en_US",1351756956668
processors,sysinfo,,,"2",1351756956669
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1351756956669
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1351756956669
java.specification.name,sysinfo,,,"Java Platform API Specification",1351756956669
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1351756956669
java.specification.version,sysinfo,,,"1.6",1351756956669
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1351756956669
java.version,sysinfo,,,"1.6.0_25",1351756956669
java.vm.info,sysinfo,,,"mixed mode, sharing",1351756956669
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1351756956669
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1351756956669
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1351756956669
java.vm.specification.version,sysinfo,,,"1.0",1351756956669
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1351756956669
java.vm.version,sysinfo,,,"20.0-b11",1351756956669
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1351756957859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1351757044136
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351757045721
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1351757050846
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1351758840346
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1351758850536
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1351758850589
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351758851928
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1351758852042
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351758853362
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1351758853560
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351758856007
